valid_time_utc,lead_hour,variable,status,n,rmse,bias,mae,p95_abs,p99_abs,max_abs,corr,finite_fraction,cpu_shape,gpu_shape,reason,cpu_file,gpu_file
2026-05-31T19:00:00+00:00,1,T2,OK,5395,0.6751236650015386,0.13258422059632763,0.47064646808387395,1.6282836914062502,2.262752075195315,2.85491943359375,0.9459188802943419,1.0,"[65, 83]","[65, 83]",,/mnt/data/canairy_meteo/runs/wrf_l3/20260531_18z_l3_24h_20260601T125256Z/wrfout_d03_2026-05-31_19:00:00,/mnt/data/canairy_meteo/gate_revalidate_gwd8/out/wrfout_d03_2026-05-31_19:00:00
2026-05-31T19:00:00+00:00,1,U10,OK,5395,1.3277967660883527,-0.6768129265519115,0.970227141269531,2.6184789955616,4.102802569866183,10.990083694458008,0.9640371149804566,1.0,"[65, 83]","[65, 83]",,/mnt/data/canairy_meteo/runs/wrf_l3/20260531_18z_l3_24h_20260601T125256Z/wrfout_d03_2026-05-31_19:00:00,/mnt/data/canairy_meteo/gate_revalidate_gwd8/out/wrfout_d03_2026-05-31_19:00:00
2026-05-31T19:00:00+00:00,1,V10,OK,5395,1.182944060892346,-0.5044455138942705,0.7729867575638794,2.323994255065918,4.432277393341075,10.46397215127945,0.9711627014352102,1.0,"[65, 83]","[65, 83]",,/mnt/data/canairy_meteo/runs/wrf_l3/20260531_18z_l3_24h_20260601T125256Z/wrfout_d03_2026-05-31_19:00:00,/mnt/data/canairy_meteo/gate_revalidate_gwd8/out/wrfout_d03_2026-05-31_19:00:00
2026-05-31T19:00:00+00:00,1,PSFC,OK,5395,212.00957938286444,-211.16311544253938,211.16311544253938,245.03046875,254.1712500000001,274.515625,0.9999963336837936,1.0,"[65, 83]","[65, 83]",,/mnt/data/canairy_meteo/runs/wrf_l3/20260531_18z_l3_24h_20260601T125256Z/wrfout_d03_2026-05-31_19:00:00,/mnt/data/canairy_meteo/gate_revalidate_gwd8/out/wrfout_d03_2026-05-31_19:00:00
2026-05-31T19:00:00+00:00,1,RAINNC,OK,5395,0.00026249356335681897,7.846666870611769e-06,7.847911229393576e-06,0.0,0.0,0.013572259806096554,-0.0006501365206325004,1.0,"[65, 83]","[65, 83]",,/mnt/data/canairy_meteo/runs/wrf_l3/20260531_18z_l3_24h_20260601T125256Z/wrfout_d03_2026-05-31_19:00:00,/mnt/data/canairy_meteo/gate_revalidate_gwd8/out/wrfout_d03_2026-05-31_19:00:00
