path,run_id,case_id,init_time_utc,provenance,domains,vars,physics,wrfout_count,wrfinput_count,wrfbdy_count,met_em_count,sidecar_cpu_run_dir
/mnt/data/canairy_meteo/runs/wrf_l3/20260501_18z_l3_24h_20260519T173026Z,20260501_18z_l3_24h_20260519T173026Z,20260501_18z,2026-05-01T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260502_18z_l2_72h_20260520T103946Z,20260502_18z_l2_72h_20260520T103946Z,20260502_18z,2026-05-02T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260502_18z_l3_24h_20260520T103946Z,20260502_18z_l3_24h_20260520T103946Z,20260502_18z,2026-05-02T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260503_18z_l2_72h_20260518T205545Z,20260503_18z_l2_72h_20260518T205545Z,20260503_18z,2026-05-03T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260503_18z_l3_24h_20260518T205545Z,20260503_18z_l3_24h_20260518T205545Z,20260503_18z,2026-05-03T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260504_18z_l2_72h_20260515T061907Z,20260504_18z_l2_72h_20260515T061907Z,20260504_18z,2026-05-04T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260504_18z_l3_24h_20260510T220304Z,20260504_18z_l3_24h_20260510T220304Z,20260504_18z,2026-05-04T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8 bl_pbl_physics=5, 5, 5 sf_sfclay_physics=5, 5, 5 ra_lw_physics=4, 4, 4 ra_sw_physics=4, 4, 4 cu_physics=1, 0, 0",0,3,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260504_18z_l3_24h_20260515T061907Z,20260504_18z_l3_24h_20260515T061907Z,20260504_18z,2026-05-04T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260505_18z_l2_72h_20260518T074056Z,20260505_18z_l2_72h_20260518T074056Z,20260505_18z,2026-05-05T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260505_18z_l3_24h_20260514T150119Z,20260505_18z_l3_24h_20260514T150119Z,20260505_18z,2026-05-05T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260505_18z_l3_24h_20260518T074056Z,20260505_18z_l3_24h_20260518T074056Z,20260505_18z,2026-05-05T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260506_18z_l2_72h_20260513T222831Z,20260506_18z_l2_72h_20260513T222831Z,20260506_18z,2026-05-06T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260506_18z_l3_24h_20260513T222831Z,20260506_18z_l3_24h_20260513T222831Z,20260506_18z,2026-05-06T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260507_18z_l2_72h_20260513T124307Z,20260507_18z_l2_72h_20260513T124307Z,20260507_18z,2026-05-07T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260507_18z_l3_24h_20260513T124307Z,20260507_18z_l3_24h_20260513T124307Z,20260507_18z,2026-05-07T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260508_18z_l2_72h_20260512T161222Z,20260508_18z_l2_72h_20260512T161222Z,20260508_18z,2026-05-08T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260508_18z_l3_24h_20260512T161222Z,20260508_18z_l3_24h_20260512T161222Z,20260508_18z,2026-05-08T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260509_18z_l3_24h_20260511T091615Z,20260509_18z_l3_24h_20260511T091615Z,20260509_18z,2026-05-09T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260510_18z_l2_72h_20260511T124717Z,20260510_18z_l2_72h_20260511T124717Z,20260510_18z,2026-05-10T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260510_18z_l3_24h_20260511T124717Z,20260510_18z_l3_24h_20260511T124717Z,20260510_18z,2026-05-10T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260511_18z_l2_72h_20260512T045528Z,20260511_18z_l2_72h_20260512T045528Z,20260511_18z,2026-05-11T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260511_18z_l3_24h_20260512T045528Z,20260511_18z_l3_24h_20260512T045528Z,20260511_18z,2026-05-11T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260512_18z_l2_72h_20260513T014823Z,20260512_18z_l2_72h_20260513T014823Z,20260512_18z,2026-05-12T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260512_18z_l3_24h_20260513T014823Z,20260512_18z_l3_24h_20260513T014823Z,20260512_18z,2026-05-12T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/surface_geo_v2_1/20260513_18z_l3_v21/wps_l3,wps_l3,20260513_18z,2026-05-13T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,39,
/mnt/data/canairy_meteo/runs/surface_geo_v2_1/20260513_18z_l3_v21_broken_backup/wps_l3,wps_l3,20260513_18z,2026-05-13T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,39,
/mnt/data/canairy_meteo/runs/surface_geo_v2_1/20260513_18z_l3_v21_iter1/wps_l3,wps_l3,20260513_18z,2026-05-13T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,39,
/mnt/data/canairy_meteo/runs/wrf_l2/20260513_18z_l2_72h_20260514T054102Z,20260513_18z_l2_72h_20260514T054102Z,20260513_18z,2026-05-13T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260513_18z_l3_24h_20260514T054102Z,20260513_18z_l3_24h_20260514T054102Z,20260513_18z,2026-05-13T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260514_18z_l2_72h_20260517T145509Z,20260514_18z_l2_72h_20260517T145509Z,20260514_18z,2026-05-14T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260514_18z_l3_24h_20260517T145509Z,20260514_18z_l3_24h_20260517T145509Z,20260514_18z,2026-05-14T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260515_18z_l2_72h_20260517T064752Z,20260515_18z_l2_72h_20260517T064752Z,20260515_18z,2026-05-15T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260515_18z_l3_24h_20260517T064752Z,20260515_18z_l3_24h_20260517T064752Z,20260515_18z,2026-05-15T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260516_18z_l2_72h_20260516T234038Z,20260516_18z_l2_72h_20260516T234038Z,20260516_18z,2026-05-16T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260516_18z_l3_24h_20260516T234038Z,20260516_18z_l3_24h_20260516T234038Z,20260516_18z,2026-05-16T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260517_18z_l2_72h_20260518T004341Z,20260517_18z_l2_72h_20260518T004341Z,20260517_18z,2026-05-17T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260517_18z_l3_24h_20260518T004341Z,20260517_18z_l3_24h_20260518T004341Z,20260517_18z,2026-05-17T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260518_18z_l2_72h_20260519T075505Z,20260518_18z_l2_72h_20260519T075505Z,20260518_18z,2026-05-18T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260518_18z_l3_24h_20260519T075505Z,20260518_18z_l3_24h_20260519T075505Z,20260518_18z,2026-05-18T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/phys_sweep/_metem/20260519_18z_compact_l3,20260519_18z_compact_l3,20260519_18z,2026-05-19T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,39,
/mnt/data/canairy_meteo/runs/wrf_l2/20260519_18z_l2_72h_20260520T025228Z,20260519_18z_l2_72h_20260520T025228Z,20260519_18z,2026-05-19T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260519_18z_l3_24h_20260520T025228Z,20260519_18z_l3_24h_20260520T025228Z,20260519_18z,2026-05-19T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wrf_l2/20260520_18z_l2_72h_20260521T045847Z,20260520_18z_l2_72h_20260521T045847Z,20260520_18z,2026-05-20T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,0,
/mnt/data/canairy_meteo/runs/wrf_l3/20260520_18z_l3_24h_20260521T045847Z,20260520_18z_l3_24h_20260521T045847Z,20260520_18z,2026-05-20T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,0,
/mnt/data/canairy_meteo/runs/wps_cases/20260521_18z_72h/l3,l3,20260521_18z,2026-05-21T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260521_18z_l2rerun_72h/l3,l3,20260521_18z,2026-05-21T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260521_18z_l2rerun_l2_72h_20260522T231647Z,20260521_18z_l2rerun_l2_72h_20260522T231647Z,20260521_18z,2026-05-21T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260521_18z_l2rerun_l3_24h_20260522T231647Z,20260521_18z_l2rerun_l3_24h_20260522T231647Z,20260521_18z,2026-05-21T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260522_18z_72h/l3,l3,20260522_18z,2026-05-22T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260522_18z_l2_72h_20260523T055700Z,20260522_18z_l2_72h_20260523T055700Z,20260522_18z,2026-05-22T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260522_18z_l3_24h_20260523T055700Z,20260522_18z_l3_24h_20260523T055700Z,20260522_18z,2026-05-22T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260523_18z_72h/l3,l3,20260523_18z,2026-05-23T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260523_18z_l2_72h_20260524T004313Z,20260523_18z_l2_72h_20260524T004313Z,20260523_18z,2026-05-23T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260523_18z_l3_24h_20260524T004313Z,20260523_18z_l3_24h_20260524T004313Z,20260523_18z,2026-05-23T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260524_18z_72h/l3,l3,20260524_18z,2026-05-24T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260524_18z_l2_72h_20260525T225640Z,20260524_18z_l2_72h_20260525T225640Z,20260524_18z,2026-05-24T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260524_18z_l3_24h_20260525T225640Z,20260524_18z_l3_24h_20260525T225640Z,20260524_18z,2026-05-24T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260525_18z_72h/l3,l3,20260525_18z,2026-05-25T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260525_18z_l2_72h_20260526T221207Z,20260525_18z_l2_72h_20260526T221207Z,20260525_18z,2026-05-25T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260525_18z_l3_24h_20260526T221207Z,20260525_18z_l3_24h_20260526T221207Z,20260525_18z,2026-05-25T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260527_18z_72h/l3,l3,20260527_18z,2026-05-27T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260527_18z_l2_72h_20260528T002306Z,20260527_18z_l2_72h_20260528T002306Z,20260527_18z,2026-05-27T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260527_18z_l3_24h_20260528T002306Z,20260527_18z_l3_24h_20260528T002306Z,20260527_18z,2026-05-27T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260528_18z_72h/l3,l3,20260528_18z,2026-05-28T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260528_18z_l2_72h_20260529T002423Z,20260528_18z_l2_72h_20260529T002423Z,20260528_18z,2026-05-28T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260528_18z_l3_24h_20260529T002423Z,20260528_18z_l3_24h_20260529T002423Z,20260528_18z,2026-05-28T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260529_18z_72h/l3,l3,20260529_18z,2026-05-29T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
/mnt/data/canairy_meteo/runs/wrf_l2/20260529_18z_l2_72h_20260530T054804Z,20260529_18z_l2_72h_20260530T054804Z,20260529_18z,2026-05-29T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8 bl_pbl_physics=5, 5 sf_sfclay_physics=5, 5 ra_lw_physics=4, 4 ra_sw_physics=4, 4 cu_physics=1, 0",0,2,1,65,
/mnt/data/canairy_meteo/runs/wrf_l3/20260529_18z_l3_24h_20260530T054804Z,20260529_18z_l3_24h_20260530T054804Z,20260529_18z,2026-05-29T18:00:00+00:00,forcing/input-only,-,-,"mp_physics=8, 8, 8, 8, 8 bl_pbl_physics=5, 5, 5, 5, 5 sf_sfclay_physics=5, 5, 5, 5, 5 ra_lw_physics=4, 4, 4, 4, 4 ra_sw_physics=4, 4, 4, 4, 4 cu_physics=1, 0, 0, 0, 0",0,5,1,65,
/mnt/data/canairy_meteo/runs/wps_cases/20260530_18z_72h/l3,l3,20260530_18z,2026-05-30T18:00:00+00:00,forcing/input-only,-,-,-,0,0,0,65,
