Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
TSL:XlaModule:#hlo_module=loop_add_pad_fusion#,PushPop,1058724,867746,8,132340.5,126945.0,124960,145856,9261.9,12,1.5,0.0,1.0
TSL:XlaModule:#hlo_module=loop_transpose_fusion.11#,PushPop,1056162,770156,8,132020.3,134608.5,119488,137889,6271.6,12,1.5,0.0,1.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call/while/body/closed_call/slice,hlo_op=wrapped_slice.6#",PushPop,1033426,6688607,1350,765.5,768.0,736,960,24.8,1350,1.0,3.0,0.0
TSL:Thunk:#hlo_op=loop_transpose_fusion.11#,PushPop,1003074,39280,8,125384.3,120880.5,118560,135488,7968.1,8,1.0,1.0,0.0
TSL:Thunk:#hlo_op=loop_add_pad_fusion#,PushPop,1001251,60050,8,125156.4,125136.0,124960,125377,158.3,8,1.0,1.0,0.0
TSL:XlaModule:#hlo_module=loop_multiply_subtract_transpose_fusion.1#,PushPop,1001155,757745,8,125144.4,123680.5,120320,131968,4040.7,12,1.5,0.0,1.0
TSL:Thunk:#hlo_op=loop_multiply_subtract_transpose_fusion.1#,PushPop,970371,38430,8,121296.4,120528.5,120320,123424,1359.4,8,1.0,1.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call/jit(step_thompson_column_with_precip)/while,hlo_op=wrapped_transpose.15#",PushPop,928225,989661,180,5156.8,5104.5,4704,5568,177.6,180,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.86#",PushPop,908161,1758325,270,3363.6,2560.0,2432,212897,12799.6,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_reverse_fusion.5#",PushPop,886108,7652224,270,3281.9,3263.0,3103,3584,75.8,270,1.0,2.0,0.0
TSL:Thunk:#hlo_op=copy.4058#,PushPop,854444,1127687,180,4746.9,4671.0,4544,5056,164.5,180,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call/while/body/closed_call,hlo_op=loop_reverse_fusion.4#",PushPop,730277,11052305,270,2704.7,2751.0,2496,5152,200.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.60#",PushPop,727936,2566224,270,2696.1,2656.0,2496,3104,112.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.68#",PushPop,707650,1704715,270,2620.9,2592.0,2496,2944,87.6,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.61#",PushPop,706882,1699651,270,2618.1,2560.5,2368,4096,146.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.84#",PushPop,705472,2031337,270,2612.9,2592.0,2464,2976,100.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.58#",PushPop,705057,1859847,270,2611.3,2576.0,2464,3040,100.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.59#",PushPop,704545,1846155,270,2609.4,2560.0,2464,4032,130.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.83#",PushPop,704192,1676955,270,2608.1,2592.0,2464,2944,96.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.87#",PushPop,703745,1629912,270,2606.5,2592.0,2432,3008,106.5,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.62#",PushPop,702976,1658244,270,2603.6,2592.0,2464,2976,104.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.56#",PushPop,702112,1941680,270,2600.4,2560.0,2464,3008,96.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.67#",PushPop,701056,1716346,270,2596.5,2560.0,2464,2912,94.0,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.75#",PushPop,701024,1586002,270,2596.4,2592.0,2432,2944,89.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.79#",PushPop,700961,1698094,270,2596.2,2592.0,2432,2976,80.0,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.66#",PushPop,700704,1673512,270,2595.2,2560.0,2464,2912,83.5,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call/jit(step_thompson_column_with_precip)/rev,hlo_op=wrapped_reverse.4#",PushPop,700257,1378608,270,2593.5,2592.0,2560,2720,19.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.85#",PushPop,699424,1662946,270,2590.5,2560.0,2432,3424,116.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.51#",PushPop,697633,2792023,270,2583.8,2560.0,2432,2976,103.4,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.63#",PushPop,697537,1698509,270,2583.5,2560.0,2432,2944,103.4,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.76#",PushPop,696705,1713877,270,2580.4,2560.0,2400,2944,111.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.55#",PushPop,696544,1984150,270,2579.8,2560.0,2432,2944,98.5,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.88#",PushPop,696160,1591433,270,2578.4,2560.0,2432,2976,91.6,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.22#",PushPop,695073,1503474,270,2574.3,2544.0,2432,3008,110.4,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.71#",PushPop,694624,1699093,270,2572.7,2528.0,2432,2912,101.4,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.69#",PushPop,694336,1627469,270,2571.6,2560.0,2368,2944,95.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.13#",PushPop,694177,1720674,270,2571.0,2560.0,2464,2880,80.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.80#",PushPop,693249,2049562,270,2567.6,2528.0,2432,2912,106.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.20#",PushPop,693152,1648337,270,2567.2,2528.0,2400,2944,115.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.78#",PushPop,693089,1592101,270,2567.0,2528.0,2432,4320,146.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.14#",PushPop,693025,1870808,270,2566.8,2560.0,2400,2976,87.4,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.21#",PushPop,692576,1576465,270,2565.1,2528.0,2432,2976,105.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.25#",PushPop,691905,1550515,270,2562.6,2528.0,2432,2880,89.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.72#",PushPop,691105,1696886,270,2559.6,2528.0,2400,2912,93.5,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.64#",PushPop,691104,1776856,270,2559.6,2528.0,2400,2944,96.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.36#",PushPop,690883,1572451,270,2558.8,2528.0,2432,2976,95.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.50#",PushPop,690176,2731904,270,2556.2,2528.0,2400,4352,144.7,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.10#",PushPop,689795,1675731,270,2554.8,2528.0,2400,2848,107.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.41#",PushPop,689377,1524125,270,2553.2,2528.0,2400,2912,88.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.45#",PushPop,689057,1542288,270,2552.1,2528.0,2368,2944,102.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.32#",PushPop,689027,1602524,270,2552.0,2528.0,2368,2977,114.5,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.74#",PushPop,688931,1873606,270,2551.6,2528.0,2432,2912,94.4,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.33#",PushPop,688673,1500793,270,2550.6,2528.0,2400,2848,91.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.18#",PushPop,688450,1779183,270,2549.8,2528.0,2400,2912,100.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.29#",PushPop,688322,1575095,270,2549.3,2528.0,2432,2912,100.6,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.34#",PushPop,687489,1571755,270,2546.3,2528.0,2400,2912,98.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.24#",PushPop,687200,1582396,270,2545.2,2528.0,2400,2912,96.6,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.30#",PushPop,687170,1553600,270,2545.1,2528.0,2400,2848,92.6,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.26#",PushPop,687072,1613406,270,2544.7,2528.0,2400,2912,89.7,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.16#",PushPop,686880,1662150,270,2544.0,2528.0,2400,2880,89.4,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.44#",PushPop,686816,2060521,270,2543.8,2496.0,2400,2880,105.7,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.70#",PushPop,686690,1745601,270,2543.3,2528.0,2432,2848,80.7,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.23#",PushPop,686626,1611210,270,2543.1,2528.0,2400,2880,97.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.46#",PushPop,685538,1967263,270,2539.0,2528.0,2368,2976,109.0,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.8#",PushPop,685473,1845535,270,2538.8,2528.0,2400,2784,85.5,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.89#",PushPop,685440,1618111,270,2538.7,2496.0,2400,2944,106.7,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.28#",PushPop,685152,1549043,270,2537.6,2528.0,2432,3008,81.0,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.12#",PushPop,684579,2248599,270,2535.5,2496.5,2400,2880,88.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.17#",PushPop,684545,1725172,270,2535.4,2496.0,2432,2976,86.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.9#",PushPop,684128,1866593,270,2533.8,2496.0,2304,2880,100.7,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.90#",PushPop,684065,1686845,270,2533.6,2496.0,2400,2816,83.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call/jit(step_thompson_column_with_precip)/rev,hlo_op=wrapped_reverse.1#",PushPop,683744,1401464,270,2532.4,2528.0,2464,2592,20.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.40#",PushPop,683042,2824462,270,2529.8,2496.0,2400,2880,99.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.82#",PushPop,682784,1605035,270,2528.8,2496.0,2400,3072,109.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.54#",PushPop,682306,2270828,270,2527.1,2496.0,2400,2944,89.0,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.52#",PushPop,681314,2369340,270,2523.4,2496.0,2400,3136,105.6,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.42#",PushPop,681216,1567930,270,2523.0,2496.0,2368,2848,91.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.48#",PushPop,680036,1575238,270,2518.7,2496.0,2368,2848,97.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call/jit(step_thompson_column_with_precip)/rev,hlo_op=wrapped_reverse.6#",PushPop,679520,1058077,270,2516.7,2528.0,2496,2560,17.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.37#",PushPop,678977,1557980,270,2514.7,2496.0,2368,2912,88.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.77#",PushPop,678176,1710371,270,2511.8,2496.0,2336,2848,99.4,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.35#",PushPop,677123,1534442,270,2507.9,2464.0,2336,2912,117.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.65#",PushPop,676321,1754356,270,2504.9,2496.0,2336,2784,87.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.57#",PushPop,676289,2023380,270,2504.8,2496.0,2400,3008,82.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.43#",PushPop,675073,1559010,270,2500.3,2464.0,2368,2848,98.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.19#",PushPop,674464,1706392,270,2498.0,2464.0,2368,2816,98.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.38#",PushPop,674401,1534380,270,2497.8,2464.0,2368,2848,89.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.81#",PushPop,674050,1676915,270,2496.5,2464.0,2304,2816,90.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.31#",PushPop,673537,1552673,270,2494.6,2464.0,2368,2880,109.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.73#",PushPop,673408,1719137,270,2494.1,2464.0,2368,2880,94.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.53#",PushPop,671072,2039532,270,2485.5,2464.0,2368,2848,86.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.11#",PushPop,670945,1759313,270,2485.0,2464.0,2368,2848,81.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.27#",PushPop,670912,1532253,270,2484.9,2464.0,2336,2848,95.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.15#",PushPop,668224,1696252,270,2474.9,2464.0,2336,2784,89.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.39#",PushPop,666914,1554575,270,2470.1,2432.0,2336,2816,97.7,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.47#",PushPop,664321,1521908,270,2460.4,2432.0,2336,2784,89.5,270,1.0,2.0,0.0
TSL:XlaModule:#hlo_module=loop_pad_transpose_fusion.1#,PushPop,650498,541616,8,81312.3,80576.0,75520,90816,4839.8,12,1.5,0.0,1.0
TSL:Thunk:#hlo_op=loop_pad_transpose_fusion.1#,PushPop,616610,30390,8,77076.3,75760.5,75296,81889,2654.4,8,1.0,1.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_divide_fusion.1#",PushPop,601093,1876894,270,2226.3,2208.0,2176,2656,45.6,270,1.0,2.0,0.0
TSL:XlaModule:#hlo_module=loop_divide_multiply_select_fusion.1#,PushPop,600194,3650417,8,75024.3,76272.0,69120,80640,5290.7,12,1.5,0.0,1.0
TSL:XlaModule:#hlo_module=loop_divide_transpose_fusion#,PushPop,554337,576636,8,69292.1,67232.5,63168,80704,6124.2,12,1.5,0.0,1.0
TSL:Thunk:#hlo_op=loop_divide_multiply_select_fusion.1#,PushPop,550273,58430,8,68784.1,68240.0,67296,73216,2029.4,8,1.0,1.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.306#",PushPop,538092,1638380,270,1992.9,1984.0,1888,2272,58.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.305#",PushPop,536763,1681180,270,1988.0,1984.0,1856,2335,79.4,270,1.0,2.0,0.0
TSL:Thunk:#hlo_op=copy.3995#,PushPop,517985,21590936,180,2877.7,2784.0,2720,4768,323.7,180,1.0,3.0,0.0
TSL:XlaModule:#hlo_module=loop_divide_multiply_fusion.2#,PushPop,510978,525553,8,63872.3,63776.0,56577,70433,4287.2,12,1.5,0.0,1.0
TSL:Thunk:#hlo_op=loop_divide_transpose_fusion#,PushPop,508993,41881,8,63624.1,63296.0,62432,65089,1027.0,8,1.0,1.0,0.0
TSL:Thunk:#hlo_op=copy.3915#,PushPop,489978,1042118,180,2722.1,2655.5,2592,4864,358.0,180,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call/jit(step_thompson_column_with_precip)/while,hlo_op=wrapped_transpose.11#",PushPop,489760,413373,90,5441.8,5504.0,5088,5888,201.2,90,1.0,2.0,0.0
TSL:Thunk:#hlo_op=copy.3924#,PushPop,473836,948962,180,2632.4,2624.0,2591,2720,28.4,180,1.0,2.0,0.0
TSL:Thunk:#hlo_op=loop_divide_multiply_fusion.2#,PushPop,468386,45680,8,58548.3,56592.5,56544,62496,2784.0,8,1.0,1.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.242#",PushPop,452174,1587205,270,1674.7,1664.0,1568,1888,53.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.234#",PushPop,449083,1651641,270,1663.3,1632.0,1567,1888,61.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.226#",PushPop,449051,1671863,270,1663.2,1663.0,1568,1888,55.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.219#",PushPop,447990,1770221,270,1659.2,1632.0,1536,1920,60.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.258#",PushPop,436763,1755238,270,1617.6,1600.0,1536,1887,51.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.298#",PushPop,436357,1750400,270,1616.1,1600.0,1535,2144,63.7,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.274#",PushPop,435154,1884537,270,1611.7,1600.0,1567,1824,43.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.266#",PushPop,435048,1634349,270,1611.3,1600.0,1536,1792,47.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.250#",PushPop,434586,1788552,270,1609.6,1600.0,1536,1792,42.8,270,1.0,2.0,0.0
TSL:XlaModule:#hlo_module=loop_compare_divide_multiply_fusion#,PushPop,433824,521984,8,54228.0,53888.0,42848,68256,7663.4,12,1.5,0.0,1.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.290#",PushPop,431996,1737436,270,1600.0,1599.0,1536,1824,43.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.282#",PushPop,431871,1749870,270,1599.5,1600.0,1536,1760,39.1,270,1.0,2.0,0.0
TSL:Thunk:#hlo_op=copy.4062#,PushPop,427166,447323,90,4746.3,4671.0,4544,5120,162.5,90,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.152#",PushPop,406025,1587060,270,1503.8,1503.0,1440,3168,108.9,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.140#",PushPop,402749,1536775,270,1491.7,1472.0,1440,2784,86.4,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.156#",PushPop,401852,1724954,270,1488.3,1472.0,1440,2816,89.3,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.146#",PushPop,401569,1575755,270,1487.3,1472.0,1439,1728,37.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.240#",PushPop,401038,1663721,270,1485.3,1472.0,1440,1696,39.1,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.150#",PushPop,400917,1669908,270,1484.9,1472.0,1408,2304,66.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.232#",PushPop,400573,1661621,270,1483.6,1472.0,1440,1632,28.8,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.154#",PushPop,400448,2282557,270,1483.1,1472.0,1440,3360,119.2,270,1.0,2.0,0.0
"TSL:Thunk:#name=jit(_run_forecast_operational_jit)/while/body/closed_call,hlo_op=loop_dynamic_update_slice_fusion.228#",PushPop,399294,1661928,270,1478.9,1472.0,1440,1632,30.5,270,1.0,2.0,0.0
